s	mu	alpha	lambda	MAP
0.35	500	0.4	0.7	0.652492
0.35	1000	0.4	0.7	0.662902
0.35	2000	0.4	0.7	0.660539
0.35	5000	0.4	0.7	0.65468
0.35	10000	0.4	0.7	0.646408
0.4	100	0.4	0.7	0.627704
0.4	500	0.4	0.7	0.653116
0.4	1000	0.4	0.7	0.657388
0.4	2000	0.4	0.7	0.65465
0.4	5000	0.4	0.7	0.648279
0.4	10000	0.4	0.7	0.635518
0.1	100	0.4	0.8	0.538112
0.1	500	0.4	0.8	0.562603
0.1	1000	0.4	0.8	0.577552
0.1	2000	0.4	0.8	0.591006
0.1	5000	0.4	0.8	0.606155
0.1	10000	0.4	0.8	0.610363
0.15	100	0.4	0.8	0.576727
0.15	500	0.4	0.8	0.599098
0.15	1000	0.4	0.8	0.617997
0.15	2000	0.4	0.8	0.625888
0.15	5000	0.4	0.8	0.629198
0.15	10000	0.4	0.8	0.626691
0.2	100	0.4	0.8	0.599285
0.2	500	0.4	0.8	0.628427
0.2	1000	0.4	0.8	0.641238
0.2	2000	0.4	0.8	0.645602
0.2	5000	0.4	0.8	0.63993
0.2	10000	0.4	0.8	0.636494
0.25	100	0.4	0.8	0.61957
0.25	500	0.4	0.8	0.642212
0.25	1000	0.4	0.8	0.652632
0.25	2000	0.4	0.8	0.654648
0.25	5000	0.4	0.8	0.652595
0.25	10000	0.4	0.8	0.642893
0.3	100	0.4	0.8	0.624198
0.3	500	0.4	0.8	0.653445
0.3	1000	0.4	0.8	0.65986
0.3	2000	0.4	0.8	0.658532
0.3	5000	0.4	0.8	0.655441
0.3	10000	0.4	0.8	0.647699
0.35	100	0.4	0.8	0.628237
0.35	500	0.4	0.8	0.65336
0.35	1000	0.4	0.8	0.659343
0.35	2000	0.4	0.8	0.653138
0.35	5000	0.4	0.8	0.64848
0.35	10000	0.4	0.8	0.635574
0.4	100	0.4	0.8	0.611869
0.4	500	0.4	0.8	0.638977
0.4	1000	0.4	0.8	0.64107
0.4	2000	0.4	0.8	0.643889
0.4	5000	0.4	0.8	0.63584
0.4	10000	0.4	0.8	0.628321
0.1	100	0.4	0.9	0.549798
0.1	500	0.4	0.9	0.573663
0.1	1000	0.4	0.9	0.588801
0.1	2000	0.4	0.9	0.603617
0.1	5000	0.4	0.9	0.614304
0.1	10000	0.4	0.9	0.618585
0.15	100	0.4	0.9	0.582368
0.15	500	0.4	0.9	0.60824
0.15	1000	0.4	0.9	0.625765
0.15	2000	0.4	0.9	0.636621
0.15	5000	0.4	0.9	0.63584
0.15	10000	0.4	0.9	0.633904
0.2	100	0.4	0.9	0.609711
0.2	500	0.4	0.9	0.638491
0.2	1000	0.4	0.9	0.644786
0.2	2000	0.4	0.9	0.654044
0.2	5000	0.4	0.9	0.649732
0.2	10000	0.4	0.9	0.641676
0.25	100	0.4	0.9	0.628281
0.25	500	0.4	0.9	0.646483
0.25	1000	0.4	0.9	0.652147
0.25	2000	0.4	0.9	0.653271
0.25	5000	0.4	0.9	0.650201
0.25	10000	0.4	0.9	0.644095
0.3	100	0.4	0.9	0.624896
0.3	500	0.4	0.9	0.655262
0.3	1000	0.4	0.9	0.659085
0.3	2000	0.4	0.9	0.656795
0.3	5000	0.4	0.9	0.649667
0.3	10000	0.4	0.9	0.640019
0.35	100	0.4	0.9	0.614338
0.35	500	0.4	0.9	0.640858
0.35	1000	0.4	0.9	0.642252
0.35	2000	0.4	0.9	0.644135
0.35	5000	0.4	0.9	0.638373
0.35	10000	0.4	0.9	0.630506
0.4	100	0.4	0.9	0.593373
0.4	500	0.4	0.9	0.622798
0.4	1000	0.4	0.9	0.629591
0.4	2000	0.4	0.9	0.629474
0.4	5000	0.4	0.9	0.619758
0.4	10000	0.4	0.9	0.606641
0.1	100	0.5	0.1	0.44478
0.1	500	0.5	0.1	0.472331
0.1	1000	0.5	0.1	0.498884
0.1	2000	0.5	0.1	0.512365
0.1	5000	0.5	0.1	0.528384
0.1	10000	0.5	0.1	0.536086
0.15	100	0.5	0.1	0.449796
0.15	500	0.5	0.1	0.485999
0.15	1000	0.5	0.1	0.505276
0.15	2000	0.5	0.1	0.517604
0.15	5000	0.5	0.1	0.537145
0.15	10000	0.5	0.1	0.540871
0.2	100	0.5	0.1	0.456542
0.2	500	0.5	0.1	0.490637
0.2	1000	0.5	0.1	0.512127
0.2	2000	0.5	0.1	0.525072
0.2	5000	0.5	0.1	0.542063
0.2	10000	0.5	0.1	0.546561
0.25	100	0.5	0.1	0.468394
0.25	500	0.5	0.1	0.497984
0.25	1000	0.5	0.1	0.518141
0.25	2000	0.5	0.1	0.531731
0.25	5000	0.5	0.1	0.54574
0.25	10000	0.5	0.1	0.551749
0.3	100	0.5	0.1	0.474702
0.3	500	0.5	0.1	0.502593
0.3	1000	0.5	0.1	0.524393
0.3	2000	0.5	0.1	0.538232
0.3	5000	0.5	0.1	0.550579
0.3	10000	0.5	0.1	0.556839
0.35	100	0.5	0.1	0.481976
0.35	500	0.5	0.1	0.506592
0.35	1000	0.5	0.1	0.528856
0.35	2000	0.5	0.1	0.543493
0.35	5000	0.5	0.1	0.55521
0.35	10000	0.5	0.1	0.560506
0.4	100	0.5	0.1	0.489362
0.4	500	0.5	0.1	0.511715
0.4	1000	0.5	0.1	0.531746
0.4	2000	0.5	0.1	0.552433
0.4	5000	0.5	0.1	0.559215
0.4	10000	0.5	0.1	0.566051
0.1	100	0.5	0.2	0.458528
0.1	500	0.5	0.2	0.494325
0.1	1000	0.5	0.2	0.514111
0.1	2000	0.5	0.2	0.527694
0.1	5000	0.5	0.2	0.543752
0.1	10000	0.5	0.2	0.548965
0.15	100	0.5	0.2	0.480462
0.15	500	0.5	0.2	0.506699
0.15	1000	0.5	0.2	0.527655
0.15	2000	0.5	0.2	0.542696
0.15	5000	0.5	0.2	0.553197
0.15	10000	0.5	0.2	0.559124
0.2	100	0.5	0.2	0.496286
0.2	500	0.5	0.2	0.519468
0.2	1000	0.5	0.2	0.536612
0.2	2000	0.5	0.2	0.556388
0.2	5000	0.5	0.2	0.563181
0.2	10000	0.5	0.2	0.569002
0.25	100	0.5	0.2	0.509596
0.25	500	0.5	0.2	0.531999
0.25	1000	0.5	0.2	0.550816
0.25	2000	0.5	0.2	0.566748
0.25	5000	0.5	0.2	0.574384
0.25	10000	0.5	0.2	0.580178
0.3	100	0.5	0.2	0.520743
0.3	500	0.5	0.2	0.54414
0.3	1000	0.5	0.2	0.560993
0.3	2000	0.5	0.2	0.575404
0.3	5000	0.5	0.2	0.584613
0.3	10000	0.5	0.2	0.589602
0.35	100	0.5	0.2	0.533405
0.35	500	0.5	0.2	0.554215
0.35	1000	0.5	0.2	0.570473
0.35	2000	0.5	0.2	0.584153
0.35	5000	0.5	0.2	0.593559
0.35	10000	0.5	0.2	0.599197
0.4	100	0.5	0.2	0.544631
0.4	500	0.5	0.2	0.565492
0.4	1000	0.5	0.2	0.577966
0.4	2000	0.5	0.2	0.595319
0.4	5000	0.5	0.2	0.606965
0.4	10000	0.5	0.2	0.613549
0.1	100	0.5	0.3	0.481991
0.1	500	0.5	0.3	0.507756
0.1	1000	0.5	0.3	0.528503
0.1	2000	0.5	0.3	0.543363
0.1	5000	0.5	0.3	0.554204
0.1	10000	0.5	0.3	0.559714
0.15	100	0.5	0.3	0.505344
0.15	500	0.5	0.3	0.527865
0.15	1000	0.5	0.3	0.545677
0.15	2000	0.5	0.3	0.562975
0.15	5000	0.5	0.3	0.57091
0.15	10000	0.5	0.3	0.576618
0.2	100	0.5	0.3	0.524046
0.2	500	0.5	0.3	0.545739
0.2	1000	0.5	0.3	0.56289
0.2	2000	0.5	0.3	0.577503
0.2	5000	0.5	0.3	0.586523
0.2	10000	0.5	0.3	0.59337
0.25	100	0.5	0.3	0.541824
0.25	500	0.5	0.3	0.563562
0.25	1000	0.5	0.3	0.578234
0.25	2000	0.5	0.3	0.594241
0.25	5000	0.5	0.3	0.607098
0.25	10000	0.5	0.3	0.612455
0.3	100	0.5	0.3	0.560088
0.3	500	0.5	0.3	0.57881
0.3	1000	0.5	0.3	0.590541
0.3	2000	0.5	0.3	0.60675
0.3	5000	0.5	0.3	0.618739
0.3	10000	0.5	0.3	0.619884
0.35	100	0.5	0.3	0.569911
0.35	500	0.5	0.3	0.592722
0.35	1000	0.5	0.3	0.610029
0.35	2000	0.5	0.3	0.619494
0.35	5000	0.5	0.3	0.626956
0.35	10000	0.5	0.3	0.628283
0.4	100	0.5	0.3	0.582969
0.4	500	0.5	0.3	0.606218
0.4	1000	0.5	0.3	0.618094
0.4	2000	0.5	0.3	0.627604
0.4	5000	0.5	0.3	0.636495
0.4	10000	0.5	0.3	0.63755
0.1	100	0.5	0.4	0.500048
0.1	500	0.5	0.4	0.52262
0.1	1000	0.5	0.4	0.539173
0.1	2000	0.5	0.4	0.558969
0.1	5000	0.5	0.4	0.564937
0.1	10000	0.5	0.4	0.5716
0.15	100	0.5	0.4	0.526854
0.15	500	0.5	0.4	0.547115
0.15	1000	0.5	0.4	0.56431
0.15	2000	0.5	0.4	0.579117
0.15	5000	0.5	0.4	0.587687
0.15	10000	0.5	0.4	0.595457
0.2	100	0.5	0.4	0.551422
0.2	500	0.5	0.4	0.572019
0.2	1000	0.5	0.4	0.582973
0.2	2000	0.5	0.4	0.5996
0.2	5000	0.5	0.4	0.612049
0.2	10000	0.5	0.4	0.61627
0.25	100	0.5	0.4	0.569428
0.25	500	0.5	0.4	0.590042
0.25	1000	0.5	0.4	0.606105
0.25	2000	0.5	0.4	0.619688
0.25	5000	0.5	0.4	0.630066
0.25	10000	0.5	0.4	0.627488
0.3	100	0.5	0.4	0.585334
0.3	500	0.5	0.4	0.609258
0.3	1000	0.5	0.4	0.623321
0.3	2000	0.5	0.4	0.638234
0.3	5000	0.5	0.4	0.637333
0.3	10000	0.5	0.4	0.63617
0.35	100	0.5	0.4	0.600428
0.35	500	0.5	0.4	0.626547
0.35	1000	0.5	0.4	0.638385
0.35	2000	0.5	0.4	0.645698
0.35	5000	0.5	0.4	0.644886
0.35	10000	0.5	0.4	0.645049
0.4	100	0.5	0.4	0.617743
0.4	500	0.5	0.4	0.63722
0.4	1000	0.5	0.4	0.649259
0.4	2000	0.5	0.4	0.654216
0.4	5000	0.5	0.4	0.650139
0.4	10000	0.5	0.4	0.645482
0.1	100	0.5	0.5	0.513541
0.1	500	0.5	0.5	0.537181
0.1	1000	0.5	0.5	0.555304
0.1	2000	0.5	0.5	0.571955
0.1	5000	0.5	0.5	0.580204
0.1	10000	0.5	0.5	0.58612
0.15	100	0.5	0.5	0.545562
0.15	500	0.5	0.5	0.568071
0.15	1000	0.5	0.5	0.579431
0.15	2000	0.5	0.5	0.596606
0.15	5000	0.5	0.5	0.609556
0.15	10000	0.5	0.5	0.614468
0.2	100	0.5	0.5	0.570937
0.2	500	0.5	0.5	0.590303
0.2	1000	0.5	0.5	0.607842
0.2	2000	0.5	0.5	0.620737
0.2	5000	0.5	0.5	0.629814
0.2	10000	0.5	0.5	0.627797
0.25	100	0.5	0.5	0.588614
0.25	500	0.5	0.5	0.612974
0.25	1000	0.5	0.5	0.634559
0.25	2000	0.5	0.5	0.639504
0.25	5000	0.5	0.5	0.637268
0.25	10000	0.5	0.5	0.636358
0.3	100	0.5	0.5	0.610412
0.3	500	0.5	0.5	0.636212
0.3	1000	0.5	0.5	0.640108
0.3	2000	0.5	0.5	0.648428
0.3	5000	0.5	0.5	0.648982
0.3	10000	0.5	0.5	0.645495
0.35	100	0.5	0.5	0.622126
0.35	500	0.5	0.5	0.645047
0.35	1000	0.5	0.5	0.649739
0.35	2000	0.5	0.5	0.652093
0.35	5000	0.5	0.5	0.650644
0.35	10000	0.5	0.5	0.644063
0.4	100	0.5	0.5	0.630404
0.4	500	0.5	0.5	0.64842
0.4	1000	0.5	0.5	0.650903
0.4	2000	0.5	0.5	0.651164
0.4	5000	0.5	0.5	0.648033
0.4	10000	0.5	0.5	0.645348
0.1	100	0.5	0.6	0.529175
0.1	500	0.5	0.6	0.547744
0.1	1000	0.5	0.6	0.565602
0.1	2000	0.5	0.6	0.579747
0.1	5000	0.5	0.6	0.589283
0.1	10000	0.5	0.6	0.597158
0.15	100	0.5	0.6	0.563236
0.15	500	0.5	0.6	0.584383
0.15	1000	0.5	0.6	0.600992
0.15	2000	0.5	0.6	0.611762
0.15	5000	0.5	0.6	0.624695
0.15	10000	0.5	0.6	0.625145
0.2	100	0.5	0.6	0.586689
0.2	500	0.5	0.6	0.610825
0.2	1000	0.5	0.6	0.62643
0.2	2000	0.5	0.6	0.638175
0.2	5000	0.5	0.6	0.636465
0.2	10000	0.5	0.6	0.635615
0.25	100	0.5	0.6	0.610841
0.25	500	0.5	0.6	0.635788
0.25	1000	0.5	0.6	0.639333
0.25	2000	0.5	0.6	0.648827
0.25	5000	0.5	0.6	0.64946
0.25	10000	0.5	0.6	0.644986
0.3	100	0.5	0.6	0.622318
0.3	500	0.5	0.6	0.645374
0.3	1000	0.5	0.6	0.650466
0.3	2000	0.5	0.6	0.651179
0.3	5000	0.5	0.6	0.649962
0.3	10000	0.5	0.6	0.643782
0.35	100	0.5	0.6	0.630616
0.35	500	0.5	0.6	0.648751
0.35	1000	0.5	0.6	0.649928
0.35	2000	0.5	0.6	0.649153
0.35	5000	0.5	0.6	0.647115
0.35	10000	0.5	0.6	0.642149
0.4	100	0.5	0.6	0.631959
0.4	500	0.5	0.6	0.657592
0.4	1000	0.5	0.6	0.661497
0.4	2000	0.5	0.6	0.660263
0.4	5000	0.5	0.6	0.652923
0.4	10000	0.5	0.6	0.648822
0.1	100	0.5	0.7	0.541628
0.1	500	0.5	0.7	0.563533
0.1	1000	0.5	0.7	0.577883
0.1	2000	0.5	0.7	0.594372
0.1	5000	0.5	0.7	0.605063
0.1	10000	0.5	0.7	0.610454
0.15	100	0.5	0.7	0.576994
0.15	500	0.5	0.7	0.600034
0.15	1000	0.5	0.7	0.61668
0.15	2000	0.5	0.7	0.627187
0.15	5000	0.5	0.7	0.629164
0.15	10000	0.5	0.7	0.627496
0.2	100	0.5	0.7	0.599637
0.2	500	0.5	0.7	0.632987
0.2	1000	0.5	0.7	0.639138
0.2	2000	0.5	0.7	0.642613
0.2	5000	0.5	0.7	0.642562
0.2	10000	0.5	0.7	0.639704
0.25	100	0.5	0.7	0.617964
0.25	500	0.5	0.7	0.640093
0.25	1000	0.5	0.7	0.649316
0.25	2000	0.5	0.7	0.651609
0.25	5000	0.5	0.7	0.650112
0.25	10000	0.5	0.7	0.643464
0.3	100	0.5	0.7	0.630346
0.3	500	0.5	0.7	0.647429
0.3	1000	0.5	0.7	0.649482
0.3	2000	0.5	0.7	0.650132
0.3	5000	0.5	0.7	0.648633
0.3	10000	0.5	0.7	0.642268
0.35	100	0.5	0.7	0.630545
0.35	500	0.5	0.7	0.656931
0.35	1000	0.5	0.7	0.660035
0.35	2000	0.5	0.7	0.659212
0.35	5000	0.5	0.7	0.655982
0.35	10000	0.5	0.7	0.648032
0.4	100	0.5	0.7	0.622376
0.4	500	0.5	0.7	0.643471
0.4	1000	0.5	0.7	0.644318
0.4	2000	0.5	0.7	0.644685
0.4	5000	0.5	0.7	0.643
0.4	10000	0.5	0.7	0.635781
0.1	100	0.5	0.8	0.554836
0.1	500	0.5	0.8	0.576139
0.1	1000	0.5	0.8	0.588025
0.1	2000	0.5	0.8	0.603512
0.1	5000	0.5	0.8	0.613733
0.1	10000	0.5	0.8	0.618958
0.15	100	0.5	0.8	0.587293
0.15	500	0.5	0.8	0.610181
0.15	1000	0.5	0.8	0.631062
0.15	2000	0.5	0.8	0.638722
0.15	5000	0.5	0.8	0.636128
0.15	10000	0.5	0.8	0.635575
0.2	100	0.5	0.8	0.615876
0.2	500	0.5	0.8	0.636481
0.2	1000	0.5	0.8	0.642429
0.2	2000	0.5	0.8	0.651912
0.2	5000	0.5	0.8	0.649042
0.2	10000	0.5	0.8	0.643708
0.25	100	0.5	0.8	0.629865
0.25	500	0.5	0.8	0.645934
0.25	1000	0.5	0.8	0.646934
0.25	2000	0.5	0.8	0.649762
0.25	5000	0.5	0.8	0.646436
0.25	10000	0.5	0.8	0.644893
0.3	100	0.5	0.8	0.62644
0.3	500	0.5	0.8	0.656359
0.3	1000	0.5	0.8	0.662586
0.3	2000	0.5	0.8	0.654396
0.3	5000	0.5	0.8	0.652479
0.3	10000	0.5	0.8	0.644239
0.35	100	0.5	0.8	0.622949
0.35	500	0.5	0.8	0.642298
0.35	1000	0.5	0.8	0.644322
0.35	2000	0.5	0.8	0.642878
0.35	5000	0.5	0.8	0.643986
0.35	10000	0.5	0.8	0.635891
0.4	100	0.5	0.8	0.606312
0.4	500	0.5	0.8	0.630036
0.4	1000	0.5	0.8	0.636272
0.4	2000	0.5	0.8	0.635535
0.4	5000	0.5	0.8	0.624741
0.4	10000	0.5	0.8	0.617825
0.1	100	0.5	0.9	0.564207
0.1	500	0.5	0.9	0.585691
0.1	1000	0.5	0.9	0.601843
0.1	2000	0.5	0.9	0.614556
0.1	5000	0.5	0.9	0.626582
0.1	10000	0.5	0.9	0.626229
0.15	100	0.5	0.9	0.594177
0.15	500	0.5	0.9	0.631176
0.15	1000	0.5	0.9	0.637305
0.15	2000	0.5	0.9	0.642571
0.15	5000	0.5	0.9	0.640091
0.15	10000	0.5	0.9	0.638036
0.2	100	0.5	0.9	0.620614
0.2	500	0.5	0.9	0.644868
0.2	1000	0.5	0.9	0.649994
0.2	2000	0.5	0.9	0.649938
0.2	5000	0.5	0.9	0.648052
0.2	10000	0.5	0.9	0.64461
0.25	100	0.5	0.9	0.6292
0.25	500	0.5	0.9	0.645823
0.25	1000	0.5	0.9	0.65282
0.25	2000	0.5	0.9	0.652308
0.25	5000	0.5	0.9	0.647679
0.25	10000	0.5	0.9	0.639799
0.3	100	0.5	0.9	0.620523
0.3	500	0.5	0.9	0.645873
0.3	1000	0.5	0.9	0.649412
0.3	2000	0.5	0.9	0.64739
0.3	5000	0.5	0.9	0.648046
0.3	10000	0.5	0.9	0.639771
0.35	100	0.5	0.9	0.607965
0.35	500	0.5	0.9	0.631568
0.35	1000	0.5	0.9	0.635194
0.35	2000	0.5	0.9	0.637523
0.35	5000	0.5	0.9	0.626353
0.35	10000	0.5	0.9	0.621033
0.4	100	0.5	0.9	0.582812
0.4	500	0.5	0.9	0.613192
0.4	1000	0.5	0.9	0.619449
0.4	2000	0.5	0.9	0.619971
0.4	5000	0.5	0.9	0.613797
0.4	10000	0.5	0.9	0.597854
0.1	100	0.6	0.1	0.463556
0.1	500	0.6	0.1	0.491475
0.1	1000	0.6	0.1	0.510282
0.1	2000	0.6	0.1	0.521512
0.1	5000	0.6	0.1	0.537299
0.1	10000	0.6	0.1	0.542128
0.15	100	0.6	0.1	0.47475
0.15	500	0.6	0.1	0.500255
0.15	1000	0.6	0.1	0.514961
0.15	2000	0.6	0.1	0.527201
0.15	5000	0.6	0.1	0.5438
0.15	10000	0.6	0.1	0.548888
0.2	100	0.6	0.1	0.481569
0.2	500	0.6	0.1	0.507531
0.2	1000	0.6	0.1	0.521255
0.2	2000	0.6	0.1	0.537689
0.2	5000	0.6	0.1	0.549046
0.2	10000	0.6	0.1	0.553735
0.25	100	0.6	0.1	0.489271
0.25	500	0.6	0.1	0.512656
0.25	1000	0.6	0.1	0.528553
0.25	2000	0.6	0.1	0.544178
0.25	5000	0.6	0.1	0.553877
0.25	10000	0.6	0.1	0.559686
0.3	100	0.6	0.1	0.495221
0.3	500	0.6	0.1	0.51762
0.3	1000	0.6	0.1	0.534823
0.3	2000	0.6	0.1	0.549832
0.3	5000	0.6	0.1	0.559642
0.3	10000	0.6	0.1	0.565217
0.35	100	0.6	0.1	0.501185
0.35	500	0.6	0.1	0.524012
0.35	1000	0.6	0.1	0.54169
0.35	2000	0.6	0.1	0.555292
0.35	5000	0.6	0.1	0.564715
0.35	10000	0.6	0.1	0.570705
0.4	100	0.6	0.1	0.506776
0.4	500	0.6	0.1	0.530144
0.4	1000	0.6	0.1	0.546536
0.4	2000	0.6	0.1	0.559315
0.4	5000	0.6	0.1	0.568734
0.4	10000	0.6	0.1	0.576526
0.1	100	0.6	0.2	0.484209
0.1	500	0.6	0.2	0.51
0.1	1000	0.6	0.2	0.523888
0.1	2000	0.6	0.2	0.539772
0.1	5000	0.6	0.2	0.551043
0.1	10000	0.6	0.2	0.555544
0.15	100	0.6	0.2	0.498604
0.15	500	0.6	0.2	0.521265
0.15	1000	0.6	0.2	0.537149
0.15	2000	0.6	0.2	0.552236
0.15	5000	0.6	0.2	0.561236
0.15	10000	0.6	0.2	0.566746
0.2	100	0.6	0.2	0.513024
0.2	500	0.6	0.2	0.533882
0.2	1000	0.6	0.2	0.548846
0.2	2000	0.6	0.2	0.561579
0.2	5000	0.6	0.2	0.57292
0.2	10000	0.6	0.2	0.579058
0.25	100	0.6	0.2	0.522886
0.25	500	0.6	0.2	0.547446
0.25	1000	0.6	0.2	0.560142
0.25	2000	0.6	0.2	0.57307
0.25	5000	0.6	0.2	0.580935
0.25	10000	0.6	0.2	0.588967
0.3	100	0.6	0.2	0.537481
0.3	500	0.6	0.2	0.557702
0.3	1000	0.6	0.2	0.572726
0.3	2000	0.6	0.2	0.586997
0.3	5000	0.6	0.2	0.591887
0.3	10000	0.6	0.2	0.600364
0.35	100	0.6	0.2	0.55068
0.35	500	0.6	0.2	0.572657
0.35	1000	0.6	0.2	0.58441
0.35	2000	0.6	0.2	0.596886
0.35	5000	0.6	0.2	0.60802
0.35	10000	0.6	0.2	0.614364
0.4	100	0.6	0.2	0.561472
0.4	500	0.6	0.2	0.582866
0.4	1000	0.6	0.2	0.596341
0.4	2000	0.6	0.2	0.606388
0.4	5000	0.6	0.2	0.617797
0.4	10000	0.6	0.2	0.619337
0.1	100	0.6	0.3	0.499871
0.1	500	0.6	0.3	0.522862
0.1	1000	0.6	0.3	0.53766
0.1	2000	0.6	0.3	0.553492
0.1	5000	0.6	0.3	0.561423
0.1	10000	0.6	0.3	0.568258
0.15	100	0.6	0.3	0.520697
0.15	500	0.6	0.3	0.543403
0.15	1000	0.6	0.3	0.557818
0.15	2000	0.6	0.3	0.566833
0.15	5000	0.6	0.3	0.577978
0.15	10000	0.6	0.3	0.585512
0.2	100	0.6	0.3	0.542265
0.2	500	0.6	0.3	0.559537
0.2	1000	0.6	0.3	0.573806
0.2	2000	0.6	0.3	0.587992
0.2	5000	0.6	0.3	0.600507
0.2	10000	0.6	0.3	0.604365
0.25	100	0.6	0.3	0.559579
0.25	500	0.6	0.3	0.58004
0.25	1000	0.6	0.3	0.595917
0.25	2000	0.6	0.3	0.606063
0.25	5000	0.6	0.3	0.617124
0.25	10000	0.6	0.3	0.618079
0.3	100	0.6	0.3	0.571242
0.3	500	0.6	0.3	0.594248
0.3	1000	0.6	0.3	0.607619
0.3	2000	0.6	0.3	0.61753
0.3	5000	0.6	0.3	0.623807
0.3	10000	0.6	0.3	0.626316
0.35	100	0.6	0.3	0.586135
0.35	500	0.6	0.3	0.610913
0.35	1000	0.6	0.3	0.619773
0.35	2000	0.6	0.3	0.634858
0.35	5000	0.6	0.3	0.637656
0.35	10000	0.6	0.3	0.635315
0.4	100	0.6	0.3	0.59868
0.4	500	0.6	0.3	0.62659
0.4	1000	0.6	0.3	0.63347
0.4	2000	0.6	0.3	0.642519
0.4	5000	0.6	0.3	0.648468
0.4	10000	0.6	0.3	0.646016
0.1	100	0.6	0.4	0.516487
0.1	500	0.6	0.4	0.53859
0.1	1000	0.6	0.4	0.550419
0.1	2000	0.6	0.4	0.563206
0.1	5000	0.6	0.4	0.573851
0.1	10000	0.6	0.4	0.581257
0.15	100	0.6	0.4	0.543563
0.15	500	0.6	0.4	0.561868
0.15	1000	0.6	0.4	0.579914
0.15	2000	0.6	0.4	0.591982
0.15	5000	0.6	0.4	0.601915
0.15	10000	0.6	0.4	0.605271
0.2	100	0.6	0.4	0.56585
0.2	500	0.6	0.4	0.585817
0.2	1000	0.6	0.4	0.601005
0.2	2000	0.6	0.4	0.610728
0.2	5000	0.6	0.4	0.621213
0.2	10000	0.6	0.4	0.620786
0.25	100	0.6	0.4	0.582946
0.25	500	0.6	0.4	0.603635
0.25	1000	0.6	0.4	0.617452
0.25	2000	0.6	0.4	0.627719
0.25	5000	0.6	0.4	0.635852
0.25	10000	0.6	0.4	0.635504
0.3	100	0.6	0.4	0.600367
0.3	500	0.6	0.4	0.630703
0.3	1000	0.6	0.4	0.637732
0.3	2000	0.6	0.4	0.642352
0.3	5000	0.6	0.4	0.643732
0.3	10000	0.6	0.4	0.64618
0.35	100	0.6	0.4	0.619739
0.35	500	0.6	0.4	0.637172
0.35	1000	0.6	0.4	0.648504
0.35	2000	0.6	0.4	0.651176
0.35	5000	0.6	0.4	0.647094
0.35	10000	0.6	0.4	0.646334
0.4	100	0.6	0.4	0.63169
0.4	500	0.6	0.4	0.643476
0.4	1000	0.6	0.4	0.649632
0.4	2000	0.6	0.4	0.653246
0.4	5000	0.6	0.4	0.650069
0.4	10000	0.6	0.4	0.648136
0.1	100	0.6	0.5	0.530304
0.1	500	0.6	0.5	0.551493
0.1	1000	0.6	0.5	0.566296
0.1	2000	0.6	0.5	0.578878
0.1	5000	0.6	0.5	0.585716
0.1	10000	0.6	0.5	0.59645
0.15	100	0.6	0.5	0.562419
0.15	500	0.6	0.5	0.582399
0.15	1000	0.6	0.5	0.597375
0.15	2000	0.6	0.5	0.610273
0.15	5000	0.6	0.5	0.618876
0.15	10000	0.6	0.5	0.619991
0.2	100	0.6	0.5	0.586357
0.2	500	0.6	0.5	0.609803
0.2	1000	0.6	0.5	0.618477
0.2	2000	0.6	0.5	0.635452
0.2	5000	0.6	0.5	0.636027
0.2	10000	0.6	0.5	0.635286
0.25	100	0.6	0.5	0.602417
0.25	500	0.6	0.5	0.634409
0.25	1000	0.6	0.5	0.638165
0.25	2000	0.6	0.5	0.645379
0.25	5000	0.6	0.5	0.647727
0.25	10000	0.6	0.5	0.645984
0.3	100	0.6	0.5	0.619398
0.3	500	0.6	0.5	0.637961
0.3	1000	0.6	0.5	0.647362
0.3	2000	0.6	0.5	0.649474
0.3	5000	0.6	0.5	0.648518
0.3	10000	0.6	0.5	0.648809
0.35	100	0.6	0.5	0.635533
0.35	500	0.6	0.5	0.644835
0.35	1000	0.6	0.5	0.649527
0.35	2000	0.6	0.5	0.650825
0.35	5000	0.6	0.5	0.648885
0.35	10000	0.6	0.5	0.646003
0.4	100	0.6	0.5	0.634701
0.4	500	0.6	0.5	0.64479
0.4	1000	0.6	0.5	0.649833
0.4	2000	0.6	0.5	0.653529
0.4	5000	0.6	0.5	0.650603
0.4	10000	0.6	0.5	0.647703
0.1	100	0.6	0.6	0.544459
0.1	500	0.6	0.6	0.562289
0.1	1000	0.6	0.6	0.5811
0.1	2000	0.6	0.6	0.593794
0.1	5000	0.6	0.6	0.602767
0.1	10000	0.6	0.6	0.606756
0.15	100	0.6	0.6	0.576166
0.15	500	0.6	0.6	0.597637
0.15	1000	0.6	0.6	0.61257
0.15	2000	0.6	0.6	0.622055
0.15	5000	0.6	0.6	0.629496
0.15	10000	0.6	0.6	0.629634
0.2	100	0.6	0.6	0.599623
0.2	500	0.6	0.6	0.632036
0.2	1000	0.6	0.6	0.637846
0.2	2000	0.6	0.6	0.641906
0.2	5000	0.6	0.6	0.643103
0.2	10000	0.6	0.6	0.639227
0.25	100	0.6	0.6	0.62357
0.25	500	0.6	0.6	0.636984
0.25	1000	0.6	0.6	0.647641
0.25	2000	0.6	0.6	0.649351
0.25	5000	0.6	0.6	0.648939
0.25	10000	0.6	0.6	0.648523
0.3	100	0.6	0.6	0.634115
0.3	500	0.6	0.6	0.646232
0.3	1000	0.6	0.6	0.648657
0.3	2000	0.6	0.6	0.651998
