s	mu	alpha	lambda	MAP
0.2	2000	0.6	0.6	0.585215
0.2	5000	0.6	0.6	0.570659
0.25	500	0.6	0.6	0.576227
0.25	1000	0.6	0.6	0.593072
0.25	2000	0.6	0.6	0.594574
0.25	5000	0.6	0.6	0.586532
0.3	500	0.6	0.6	0.595484
0.3	1000	0.6	0.6	0.605594
0.3	2000	0.6	0.6	0.607798
0.3	5000	0.6	0.6	0.599044
0.35	500	0.6	0.6	0.606085
0.35	1000	0.6	0.6	0.613476
0.35	2000	0.6	0.6	0.613749
0.35	5000	0.6	0.6	0.600664
0.4	500	0.6	0.6	0.615445
0.4	1000	0.6	0.6	0.624122
0.4	2000	0.6	0.6	0.615637
0.4	5000	0.6	0.6	0.596433
0.1	500	0.6	0.7	0.535619
0.1	1000	0.6	0.7	0.545109
0.1	2000	0.6	0.7	0.555743
0.1	5000	0.6	0.7	0.554789
0.15	500	0.6	0.7	0.553252
0.15	1000	0.6	0.7	0.566303
0.15	2000	0.6	0.7	0.579022
0.15	5000	0.6	0.7	0.568227
0.2	500	0.6	0.7	0.574411
0.2	1000	0.6	0.7	0.590391
0.2	2000	0.6	0.7	0.590692
0.2	5000	0.6	0.7	0.579525
0.25	500	0.6	0.7	0.594138
0.25	1000	0.6	0.7	0.60631
0.25	2000	0.6	0.7	0.607663
0.25	5000	0.6	0.7	0.599771
0.3	500	0.6	0.7	0.606588
0.3	1000	0.6	0.7	0.614534
0.3	2000	0.6	0.7	0.613334
0.3	5000	0.6	0.7	0.601264
0.35	500	0.6	0.7	0.617806
0.35	1000	0.6	0.7	0.623881
0.35	2000	0.6	0.7	0.614471
0.35	5000	0.6	0.7	0.594492
0.4	500	0.6	0.7	0.633913
0.4	1000	0.6	0.7	0.627475
0.4	2000	0.6	0.7	0.617677
0.4	5000	0.6	0.7	0.59914
0.1	500	0.6	0.8	0.540442
0.1	1000	0.6	0.8	0.551391
0.1	2000	0.6	0.8	0.562074
0.1	5000	0.6	0.8	0.558458
0.15	500	0.6	0.8	0.562937
0.15	1000	0.6	0.8	0.573713
0.15	2000	0.6	0.8	0.586227
0.15	5000	0.6	0.8	0.570907
0.2	500	0.6	0.8	0.585659
0.2	1000	0.6	0.8	0.599434
0.2	2000	0.6	0.8	0.603596
0.2	5000	0.6	0.8	0.597064
0.25	500	0.6	0.8	0.605598
0.25	1000	0.6	0.8	0.613879
0.25	2000	0.6	0.8	0.611298
0.25	5000	0.6	0.8	0.599723
0.3	500	0.6	0.8	0.616928
0.3	1000	0.6	0.8	0.623518
0.3	2000	0.6	0.8	0.61441
0.3	5000	0.6	0.8	0.597017
0.35	500	0.6	0.8	0.63321
0.35	1000	0.6	0.8	0.627383
0.35	2000	0.6	0.8	0.615599
0.35	5000	0.6	0.8	0.600505
0.4	500	0.6	0.8	0.634518
0.4	1000	0.6	0.8	0.626635
0.4	2000	0.6	0.8	0.622338
0.4	5000	0.6	0.8	0.6012
0.1	500	0.6	0.9	0.546359
0.1	1000	0.6	0.9	0.557756
0.1	2000	0.6	0.9	0.568949
0.1	5000	0.6	0.9	0.562472
0.15	500	0.6	0.9	0.573837
0.15	1000	0.6	0.9	0.584729
0.15	2000	0.6	0.9	0.590643
0.15	5000	0.6	0.9	0.577436
0.2	500	0.6	0.9	0.596023
0.2	1000	0.6	0.9	0.608727
0.2	2000	0.6	0.9	0.610374
0.2	5000	0.6	0.9	0.598388
0.25	500	0.6	0.9	0.613968
0.25	1000	0.6	0.9	0.620882
0.25	2000	0.6	0.9	0.615986
0.25	5000	0.6	0.9	0.598044
0.3	500	0.6	0.9	0.63266
0.3	1000	0.6	0.9	0.6266
0.3	2000	0.6	0.9	0.614763
0.3	5000	0.6	0.9	0.59581
0.35	500	0.6	0.9	0.634183
0.35	1000	0.6	0.9	0.626364
0.35	2000	0.6	0.9	0.621847
0.35	5000	0.6	0.9	0.601469
0.4	500	0.6	0.9	0.638495
0.4	1000	0.6	0.9	0.632876
0.4	2000	0.6	0.9	0.618761
0.4	5000	0.6	0.9	0.589795
0.1	500	0.7	0.1	0.49907
0.1	1000	0.7	0.1	0.504868
0.1	2000	0.7	0.1	0.520042
0.1	5000	0.7	0.1	0.518782
0.15	500	0.7	0.1	0.502595
0.15	1000	0.7	0.1	0.509021
0.15	2000	0.7	0.1	0.523109
0.15	5000	0.7	0.1	0.522724
0.2	500	0.7	0.1	0.505619
0.2	1000	0.7	0.1	0.512882
0.2	2000	0.7	0.1	0.526853
0.2	5000	0.7	0.1	0.52781
0.25	500	0.7	0.1	0.509711
0.25	1000	0.7	0.1	0.515677
0.25	2000	0.7	0.1	0.530476
0.25	5000	0.7	0.1	0.531614
0.3	500	0.7	0.1	0.512565
0.3	1000	0.7	0.1	0.518446
0.3	2000	0.7	0.1	0.533302
0.3	5000	0.7	0.1	0.535158
0.35	500	0.7	0.1	0.514723
0.35	1000	0.7	0.1	0.523931
0.35	2000	0.7	0.1	0.537755
0.35	5000	0.7	0.1	0.538374
0.4	500	0.7	0.1	0.51816
0.4	1000	0.7	0.1	0.528848
0.4	2000	0.7	0.1	0.540871
0.4	5000	0.7	0.1	0.540451
0.1	500	0.7	0.2	0.508108
0.1	1000	0.7	0.2	0.514889
0.1	2000	0.7	0.2	0.528861
0.1	5000	0.7	0.2	0.530232
0.15	500	0.7	0.2	0.515034
0.15	1000	0.7	0.2	0.521968
0.15	2000	0.7	0.2	0.535839
0.15	5000	0.7	0.2	0.53759
0.2	500	0.7	0.2	0.521573
0.2	1000	0.7	0.2	0.531941
0.2	2000	0.7	0.2	0.54315
0.2	5000	0.7	0.2	0.542692
0.25	500	0.7	0.2	0.528338
0.25	1000	0.7	0.2	0.538905
0.25	2000	0.7	0.2	0.549795
0.25	5000	0.7	0.2	0.554231
0.3	500	0.7	0.2	0.534684
0.3	1000	0.7	0.2	0.543828
0.3	2000	0.7	0.2	0.555834
0.3	5000	0.7	0.2	0.562051
0.35	500	0.7	0.2	0.539954
0.35	1000	0.7	0.2	0.549238
0.35	2000	0.7	0.2	0.561861
0.35	5000	0.7	0.2	0.5673
0.4	500	0.7	0.2	0.544949
0.4	1000	0.7	0.2	0.556564
0.4	2000	0.7	0.2	0.567581
0.4	5000	0.7	0.2	0.572754
0.1	500	0.7	0.3	0.516339
0.1	1000	0.7	0.3	0.522625
0.1	2000	0.7	0.3	0.537079
0.1	5000	0.7	0.3	0.538422
0.15	500	0.7	0.3	0.525984
0.15	1000	0.7	0.3	0.536229
0.15	2000	0.7	0.3	0.548704
0.15	5000	0.7	0.3	0.553377
0.2	500	0.7	0.3	0.536535
0.2	1000	0.7	0.3	0.544995
0.2	2000	0.7	0.3	0.557882
0.2	5000	0.7	0.3	0.562674
0.25	500	0.7	0.3	0.54388
0.25	1000	0.7	0.3	0.555746
0.25	2000	0.7	0.3	0.567398
0.25	5000	0.7	0.3	0.571735
0.3	500	0.7	0.3	0.552405
0.3	1000	0.7	0.3	0.569722
0.3	2000	0.7	0.3	0.576419
0.3	5000	0.7	0.3	0.577697
0.35	500	0.7	0.3	0.560543
0.35	1000	0.7	0.3	0.579329
0.35	2000	0.7	0.3	0.582246
0.35	5000	0.7	0.3	0.582621
0.4	500	0.7	0.3	0.57006
0.4	1000	0.7	0.3	0.586437
0.4	2000	0.7	0.3	0.58841
0.4	5000	0.7	0.3	0.588151
0.1	500	0.7	0.4	0.523284
0.1	1000	0.7	0.4	0.533422
0.1	2000	0.7	0.4	0.544754
0.1	5000	0.7	0.4	0.543654
0.15	500	0.7	0.4	0.537549
0.15	1000	0.7	0.4	0.546137
0.15	2000	0.7	0.4	0.558517
0.15	5000	0.7	0.4	0.562599
0.2	500	0.7	0.4	0.548257
0.2	1000	0.7	0.4	0.560557
0.2	2000	0.7	0.4	0.572958
0.2	5000	0.7	0.4	0.575004
0.25	500	0.7	0.4	0.559826
0.25	1000	0.7	0.4	0.577705
0.25	2000	0.7	0.4	0.580557
0.25	5000	0.7	0.4	0.580462
0.3	500	0.7	0.4	0.572706
0.3	1000	0.7	0.4	0.588114
0.3	2000	0.7	0.4	0.589247
0.3	5000	0.7	0.4	0.587765
0.35	500	0.7	0.4	0.582729
0.35	1000	0.7	0.4	0.596304
0.35	2000	0.7	0.4	0.595519
0.35	5000	0.7	0.4	0.59569
0.4	500	0.7	0.4	0.588844
0.4	1000	0.7	0.4	0.599625
0.4	2000	0.7	0.4	0.603691
0.4	5000	0.7	0.4	0.601593
0.1	500	0.7	0.5	0.531672
0.1	1000	0.7	0.5	0.540923
0.1	2000	0.7	0.5	0.552664
0.1	5000	0.7	0.5	0.557567
0.15	500	0.7	0.5	0.545835
0.15	1000	0.7	0.5	0.558865
0.15	2000	0.7	0.5	0.569377
0.15	5000	0.7	0.5	0.57316
0.2	500	0.7	0.5	0.560845
0.2	1000	0.7	0.5	0.578526
0.2	2000	0.7	0.5	0.581329
0.2	5000	0.7	0.5	0.581176
0.25	500	0.7	0.5	0.576195
0.25	1000	0.7	0.5	0.592657
0.25	2000	0.7	0.5	0.591135
0.25	5000	0.7	0.5	0.593054
0.3	500	0.7	0.5	0.587182
0.3	1000	0.7	0.5	0.599959
0.3	2000	0.7	0.5	0.601667
0.3	5000	0.7	0.5	0.598772
0.35	500	0.7	0.5	0.605376
0.35	1000	0.7	0.5	0.608946
0.35	2000	0.7	0.5	0.609159
0.35	5000	0.7	0.5	0.600639
0.4	500	0.7	0.5	0.617393
0.4	1000	0.7	0.5	0.617162
0.4	2000	0.7	0.5	0.618635
0.4	5000	0.7	0.5	0.605671
0.1	500	0.7	0.6	0.538159
0.1	1000	0.7	0.6	0.547419
0.1	2000	0.7	0.6	0.559392
0.1	5000	0.7	0.6	0.562971
0.15	500	0.7	0.6	0.554963
0.15	1000	0.7	0.6	0.573298
0.15	2000	0.7	0.6	0.577227
0.15	5000	0.7	0.6	0.578695
0.2	500	0.7	0.6	0.573022
0.2	1000	0.7	0.6	0.589676
0.2	2000	0.7	0.6	0.589779
0.2	5000	0.7	0.6	0.590485
0.25	500	0.7	0.6	0.587983
0.25	1000	0.7	0.6	0.602214
0.25	2000	0.7	0.6	0.601918
0.25	5000	0.7	0.6	0.600823
0.3	500	0.7	0.6	0.611066
0.3	1000	0.7	0.6	0.61254
0.3	2000	0.7	0.6	0.614293
0.3	5000	0.7	0.6	0.605083
0.35	500	0.7	0.6	0.622173
0.35	1000	0.7	0.6	0.619627
0.35	2000	0.7	0.6	0.61709
0.35	5000	0.7	0.6	0.602939
0.4	500	0.7	0.6	0.627615
0.4	1000	0.7	0.6	0.622234
0.4	2000	0.7	0.6	0.619199
0.4	5000	0.7	0.6	0.603922
0.1	500	0.7	0.7	0.54381
0.1	1000	0.7	0.7	0.554223
0.1	2000	0.7	0.7	0.565723
0.1	5000	0.7	0.7	0.570021
0.15	500	0.7	0.7	0.566216
0.15	1000	0.7	0.7	0.583006
0.15	2000	0.7	0.7	0.584811
0.15	5000	0.7	0.7	0.584444
0.2	500	0.7	0.7	0.58505
0.2	1000	0.7	0.7	0.597758
0.2	2000	0.7	0.7	0.599469
0.2	5000	0.7	0.7	0.596631
0.25	500	0.7	0.7	0.609539
0.25	1000	0.7	0.7	0.612813
0.25	2000	0.7	0.7	0.613496
0.25	5000	0.7	0.7	0.604372
0.3	500	0.7	0.7	0.623296
0.3	1000	0.7	0.7	0.620038
0.3	2000	0.7	0.7	0.616897
0.3	5000	0.7	0.7	0.603489
0.35	500	0.7	0.7	0.629374
0.35	1000	0.7	0.7	0.622486
0.35	2000	0.7	0.7	0.616863
0.35	5000	0.7	0.7	0.603083
0.4	500	0.7	0.7	0.630992
0.4	1000	0.7	0.7	0.625407
0.4	2000	0.7	0.7	0.619117
0.4	5000	0.7	0.7	0.613841
0.1	500	0.7	0.8	0.550277
0.1	1000	0.7	0.8	0.567458
0.1	2000	0.7	0.8	0.573295
0.1	5000	0.7	0.8	0.576293
0.15	500	0.7	0.8	0.574714
0.15	1000	0.7	0.8	0.591205
0.15	2000	0.7	0.8	0.59
0.15	5000	0.7	0.8	0.590835
0.2	500	0.7	0.8	0.603169
0.2	1000	0.7	0.8	0.608989
0.2	2000	0.7	0.8	0.607963
0.2	5000	0.7	0.8	0.603724
0.25	500	0.7	0.8	0.620045
0.25	1000	0.7	0.8	0.617949
0.25	2000	0.7	0.8	0.618818
0.25	5000	0.7	0.8	0.60446
0.3	500	0.7	0.8	0.628887
0.3	1000	0.7	0.8	0.620475
0.3	2000	0.7	0.8	0.616323
0.3	5000	0.7	0.8	0.604214
0.35	500	0.7	0.8	0.631843
0.35	1000	0.7	0.8	0.62492
0.35	2000	0.7	0.8	0.618444
0.35	5000	0.7	0.8	0.612377
0.4	500	0.7	0.8	0.632627
0.4	1000	0.7	0.8	0.636882
0.4	2000	0.7	0.8	0.622026
0.4	5000	0.7	0.8	0.606887
0.1	500	0.7	0.9	0.555795
0.1	1000	0.7	0.9	0.574402
0.1	2000	0.7	0.9	0.578151
0.1	5000	0.7	0.9	0.578818
0.15	500	0.7	0.9	0.584298
0.15	1000	0.7	0.9	0.596223
0.15	2000	0.7	0.9	0.598864
0.15	5000	0.7	0.9	0.597288
0.2	500	0.7	0.9	0.611102
0.2	1000	0.7	0.9	0.614047
0.2	2000	0.7	0.9	0.61459
0.2	5000	0.7	0.9	0.604888
0.25	500	0.7	0.9	0.624856
0.25	1000	0.7	0.9	0.620623
0.25	2000	0.7	0.9	0.616425
0.25	5000	0.7	0.9	0.604903
0.3	500	0.7	0.9	0.629695
0.3	1000	0.7	0.9	0.6239
0.3	2000	0.7	0.9	0.615733
0.3	5000	0.7	0.9	0.61348
0.35	500	0.7	0.9	0.635025
0.35	1000	0.7	0.9	0.636922
0.35	2000	0.7	0.9	0.621601
0.35	5000	0.7	0.9	0.607706
0.4	500	0.7	0.9	0.640231
0.4	1000	0.7	0.9	0.627379
0.4	2000	0.7	0.9	0.615511
0.4	5000	0.7	0.9	0.595907
0.1	500	0.8	0.1	0.509274
0.1	1000	0.8	0.1	0.5163
0.1	2000	0.8	0.1	0.526594
0.1	5000	0.8	0.1	0.530884
0.15	500	0.8	0.1	0.51332
0.15	1000	0.8	0.1	0.518617
0.15	2000	0.8	0.1	0.530111
0.15	5000	0.8	0.1	0.538837
0.2	500	0.8	0.1	0.516503
0.2	1000	0.8	0.1	0.521505
0.2	2000	0.8	0.1	0.535575
0.2	5000	0.8	0.1	0.541898
0.25	500	0.8	0.1	0.519744
0.25	1000	0.8	0.1	0.530518
0.25	2000	0.8	0.1	0.539892
0.25	5000	0.8	0.1	0.545192
0.3	500	0.8	0.1	0.521874
0.3	1000	0.8	0.1	0.53706
0.3	2000	0.8	0.1	0.543911
0.3	5000	0.8	0.1	0.549809
0.35	500	0.8	0.1	0.525249
0.35	1000	0.8	0.1	0.540124
0.35	2000	0.8	0.1	0.547506
0.35	5000	0.8	0.1	0.55262
0.4	500	0.8	0.1	0.52894
0.4	1000	0.8	0.1	0.542959
0.4	2000	0.8	0.1	0.550148
0.4	5000	0.8	0.1	0.555684
0.1	500	0.8	0.2	0.51783
0.1	1000	0.8	0.2	0.527911
0.1	2000	0.8	0.2	0.536252
0.1	5000	0.8	0.2	0.543298
0.15	500	0.8	0.2	0.523974
0.15	1000	0.8	0.2	0.538429
0.15	2000	0.8	0.2	0.546372
0.15	5000	0.8	0.2	0.550651
0.2	500	0.8	0.2	0.533841
0.2	1000	0.8	0.2	0.544625
0.2	2000	0.8	0.2	0.552082
0.2	5000	0.8	0.2	0.558648
0.25	500	0.8	0.2	0.538824
0.25	1000	0.8	0.2	0.55223
0.25	2000	0.8	0.2	0.55971
0.25	5000	0.8	0.2	0.566723
0.3	500	0.8	0.2	0.545717
0.3	1000	0.8	0.2	0.558784
0.3	2000	0.8	0.2	0.567462
0.3	5000	0.8	0.2	0.571713
0.35	500	0.8	0.2	0.551981
0.35	1000	0.8	0.2	0.565906
0.35	2000	0.8	0.2	0.573893
0.35	5000	0.8	0.2	0.575382
0.4	500	0.8	0.2	0.565421
0.4	1000	0.8	0.2	0.571969
0.4	2000	0.8	0.2	0.579647
0.4	5000	0.8	0.2	0.580049
0.1	500	0.8	0.3	0.52436
0.1	1000	0.8	0.3	0.538979
0.1	2000	0.8	0.3	0.546586
0.1	5000	0.8	0.3	0.550835
0.15	500	0.8	0.3	0.537844
0.15	1000	0.8	0.3	0.5491
0.15	2000	0.8	0.3	0.55717
0.15	5000	0.8	0.3	0.564872
0.2	500	0.8	0.3	0.548232
0.2	1000	0.8	0.3	0.561051
0.2	2000	0.8	0.3	0.568466
0.2	5000	0.8	0.3	0.572699
0.25	500	0.8	0.3	0.56366
0.25	1000	0.8	0.3	0.570903
0.25	2000	0.8	0.3	0.578057
0.25	5000	0.8	0.3	0.578496
0.3	500	0.8	0.3	0.573178
0.3	1000	0.8	0.3	0.580763
0.3	2000	0.8	0.3	0.584374
0.3	5000	0.8	0.3	0.584033
0.35	500	0.8	0.3	0.582272
0.35	1000	0.8	0.3	0.58511
0.35	2000	0.8	0.3	0.589004
0.35	5000	0.8	0.3	0.58889
0.4	500	0.8	0.3	0.589254
0.4	1000	0.8	0.3	0.592231
0.4	2000	0.8	0.3	0.59292
0.4	5000	0.8	0.3	0.597368
0.1	500	0.8	0.4	0.535814
0.1	1000	0.8	0.4	0.546236
0.1	2000	0.8	0.4	0.553514
0.1	5000	0.8	0.4	0.560946
0.15	500	0.8	0.4	0.549108
0.15	1000	0.8	0.4	0.562584
0.15	2000	0.8	0.4	0.569823
0.15	5000	0.8	0.4	0.572934
0.2	500	0.8	0.4	0.567426
0.2	1000	0.8	0.4	0.575252
0.2	2000	0.8	0.4	0.581128
0.2	5000	0.8	0.4	0.582086
0.25	500	0.8	0.4	0.580884
0.25	1000	0.8	0.4	0.584981
0.25	2000	0.8	0.4	0.588569
0.25	5000	0.8	0.4	0.588096
0.3	500	0.8	0.4	0.590927
0.3	1000	0.8	0.4	0.593584
0.3	2000	0.8	0.4	0.59614
0.3	5000	0.8	0.4	0.598417
0.35	500	0.8	0.4	0.598568
0.35	1000	0.8	0.4	0.602463
0.35	2000	0.8	0.4	0.602882
0.35	5000	0.8	0.4	0.59907
0.4	500	0.8	0.4	0.607577
0.4	1000	0.8	0.4	0.607369
0.4	2000	0.8	0.4	0.605214
0.4	5000	0.8	0.4	0.605412
0.1	500	0.8	0.5	0.540675
0.1	1000	0.8	0.5	0.555304
0.1	2000	0.8	0.5	0.563484
0.1	5000	0.8	0.5	0.568363
0.15	500	0.8	0.5	0.565208
0.15	1000	0.8	0.5	0.572149
0.15	2000	0.8	0.5	0.57913
0.15	5000	0.8	0.5	0.579218
0.2	500	0.8	0.5	0.581536
0.2	1000	0.8	0.5	0.585991
0.2	2000	0.8	0.5	0.589339
0.2	5000	0.8	0.5	0.591897
0.25	500	0.8	0.5	0.594168
0.25	1000	0.8	0.5	0.597642
0.25	2000	0.8	0.5	0.598057
0.25	5000	0.8	0.5	0.600019
0.3	500	0.8	0.5	0.604723
0.3	1000	0.8	0.5	0.608122
0.3	2000	0.8	0.5	0.604003
0.3	5000	0.8	0.5	0.603104
0.35	500	0.8	0.5	0.6132
0.35	1000	0.8	0.5	0.609992
0.35	2000	0.8	0.5	0.609986
0.35	5000	0.8	0.5	0.606188
0.4	500	0.8	0.5	0.617238
0.4	1000	0.8	0.5	0.615614
0.4	2000	0.8	0.5	0.613606
0.4	5000	0.8	0.5	0.604968
0.1	500	0.8	0.6	0.549899
0.1	1000	0.8	0.6	0.5631
0.1	2000	0.8	0.6	0.570568
0.1	5000	0.8	0.6	0.573471
0.15	500	0.8	0.6	0.576543
0.15	1000	0.8	0.6	0.582568
0.15	2000	0.8	0.6	0.586285
0.15	5000	0.8	0.6	0.586262
0.2	500	0.8	0.6	0.592153
0.2	1000	0.8	0.6	0.595651
0.2	2000	0.8	0.6	0.59756
0.2	5000	0.8	0.6	0.598806
0.25	500	0.8	0.6	0.605532
0.25	1000	0.8	0.6	0.607371
0.25	2000	0.8	0.6	0.603723
0.25	5000	0.8	0.6	0.602314
0.3	500	0.8	0.6	0.614625
0.3	1000	0.8	0.6	0.610689
0.3	2000	0.8	0.6	0.609646
0.3	5000	0.8	0.6	0.606395
0.35	500	0.8	0.6	0.621244
0.35	1000	0.8	0.6	0.617542
0.35	2000	0.8	0.6	0.616743
0.35	5000	0.8	0.6	0.613351
0.4	500	0.8	0.6	0.62386
0.4	1000	0.8	0.6	0.6219
0.4	2000	0.8	0.6	0.623092
0.4	5000	0.8	0.6	0.61467
0.1	500	0.8	0.7	0.559587
0.1	1000	0.8	0.7	0.570055
0.1	2000	0.8	0.7	0.577157
0.1	5000	0.8	0.7	0.578276
0.15	500	0.8	0.7	0.585296
0.15	1000	0.8	0.7	0.58751
0.15	2000	0.8	0.7	0.593204
0.15	5000	0.8	0.7	0.592999
0.2	500	0.8	0.7	0.602627
0.2	1000	0.8	0.7	0.604036
0.2	2000	0.8	0.7	0.602283
0.2	5000	0.8	0.7	0.601257
0.25	500	0.8	0.7	0.613781
0.25	1000	0.8	0.7	0.609105
0.25	2000	0.8	0.7	0.609931
0.25	5000	0.8	0.7	0.606752
0.3	500	0.8	0.7	0.621105
0.3	1000	0.8	0.7	0.618215
0.3	2000	0.8	0.7	0.616541
0.3	5000	0.8	0.7	0.612735
0.35	500	0.8	0.7	0.623712
0.35	1000	0.8	0.7	0.620055
0.35	2000	0.8	0.7	0.625219
0.35	5000	0.8	0.7	0.613282
0.4	500	0.8	0.7	0.630533
0.4	1000	0.8	0.7	0.62504
0.4	2000	0.8	0.7	0.620757
0.4	5000	0.8	0.7	0.6121
0.1	500	0.8	0.8	0.569039
0.1	1000	0.8	0.8	0.577689
0.1	2000	0.8	0.8	0.582326
0.1	5000	0.8	0.8	0.583241
0.15	500	0.8	0.8	0.592774
0.15	1000	0.8	0.8	0.596703
0.15	2000	0.8	0.8	0.59735
0.15	5000	0.8	0.8	0.598954
0.2	500	0.8	0.8	0.612025
0.2	1000	0.8	0.8	0.609821
0.2	2000	0.8	0.8	0.605454
0.2	5000	0.8	0.8	0.602439
0.25	500	0.8	0.8	0.620536
0.25	1000	0.8	0.8	0.615317
0.25	2000	0.8	0.8	0.615375
0.25	5000	0.8	0.8	0.610366
0.3	500	0.8	0.8	0.624781
0.3	1000	0.8	0.8	0.621533
0.3	2000	0.8	0.8	0.620204
0.3	5000	0.8	0.8	0.613517
0.35	500	0.8	0.8	0.630096
0.35	1000	0.8	0.8	0.625448
0.35	2000	0.8	0.8	0.620542
0.35	5000	0.8	0.8	0.613184
0.4	500	0.8	0.8	0.632849
0.4	1000	0.8	0.8	0.626166
0.4	2000	0.8	0.8	0.618249
0.4	5000	0.8	0.8	0.607579
0.1	500	0.8	0.9	0.577105
0.1	1000	0.8	0.9	0.583509
0.1	2000	0.8	0.9	0.586745
0.1	5000	0.8	0.9	0.586647
0.15	500	0.8	0.9	0.60256
0.15	1000	0.8	0.9	0.604265
0.15	2000	0.8	0.9	0.60284
0.15	5000	0.8	0.9	0.599921
0.2	500	0.8	0.9	0.617605
0.2	1000	0.8	0.9	0.613757
0.2	2000	0.8	0.9	0.612247
0.2	5000	0.8	0.9	0.609979
0.25	500	0.8	0.9	0.624355
0.25	1000	0.8	0.9	0.622428
0.25	2000	0.8	0.9	0.615229
0.25	5000	0.8	0.9	0.610497
0.3	500	0.8	0.9	0.631157
0.3	1000	0.8	0.9	0.625794
0.3	2000	0.8	0.9	0.622276
0.3	5000	0.8	0.9	0.61577
0.35	500	0.8	0.9	0.634234
0.35	1000	0.8	0.9	0.625571
0.35	2000	0.8	0.9	0.618045
0.35	5000	0.8	0.9	0.608013
0.4	500	0.8	0.9	0.627573
0.4	1000	0.8	0.9	0.620067
0.4	2000	0.8	0.9	0.615626
0.4	5000	0.8	0.9	0.60773
0.1	500	0.9	0.1	0.527652
0.1	1000	0.9	0.1	0.531011
0.1	2000	0.9	0.1	0.534228
0.1	5000	0.9	0.1	0.541159
0.15	500	0.9	0.1	0.529658
0.15	1000	0.9	0.1	0.53478
0.15	2000	0.9	0.1	0.540864
0.15	5000	0.9	0.1	0.544697
0.2	500	0.9	0.1	0.533619
0.2	1000	0.9	0.1	0.539356
0.2	2000	0.9	0.1	0.545453
0.2	5000	0.9	0.1	0.550981
0.25	500	0.9	0.1	0.536719
0.25	1000	0.9	0.1	0.545866
0.25	2000	0.9	0.1	0.552113
0.25	5000	0.9	0.1	0.555252
0.3	500	0.9	0.1	0.542046
0.3	1000	0.9	0.1	0.551786
0.3	2000	0.9	0.1	0.556107
0.3	5000	0.9	0.1	0.558499
0.35	500	0.9	0.1	0.548045
0.35	1000	0.9	0.1	0.556243
0.35	2000	0.9	0.1	0.560376
0.35	5000	0.9	0.1	0.563123
0.4	500	0.9	0.1	0.552755
0.4	1000	0.9	0.1	0.559556
0.4	2000	0.9	0.1	0.563404
0.4	5000	0.9	0.1	0.566181
0.1	500	0.9	0.2	0.53414
0.1	1000	0.9	0.2	0.540402
0.1	2000	0.9	0.2	0.547939
0.1	5000	0.9	0.2	0.552424
0.15	500	0.9	0.2	0.545527
0.15	1000	0.9	0.2	0.553701
0.15	2000	0.9	0.2	0.557192
0.15	5000	0.9	0.2	0.559912
0.2	500	0.9	0.2	0.554476
0.2	1000	0.9	0.2	0.561391
0.2	2000	0.9	0.2	0.564783
0.2	5000	0.9	0.2	0.567474
0.25	500	0.9	0.2	0.560617
0.25	1000	0.9	0.2	0.568563
0.25	2000	0.9	0.2	0.570743
0.25	5000	0.9	0.2	0.572658
0.3	500	0.9	0.2	0.567895
0.3	1000	0.9	0.2	0.575195
0.3	2000	0.9	0.2	0.575491
0.3	5000	0.9	0.2	0.575762
0.35	500	0.9	0.2	0.576699
0.35	1000	0.9	0.2	0.580185
0.35	2000	0.9	0.2	0.579146
0.35	5000	0.9	0.2	0.58096
0.4	500	0.9	0.2	0.579749
0.4	1000	0.9	0.2	0.583803
0.4	2000	0.9	0.2	0.584755
0.4	5000	0.9	0.2	0.585383
0.1	500	0.9	0.3	0.546039
0.1	1000	0.9	0.3	0.554349
0.1	2000	0.9	0.3	0.558252
0.1	5000	0.9	0.3	0.56011
0.15	500	0.9	0.3	0.559754
0.15	1000	0.9	0.3	0.568087
0.15	2000	0.9	0.3	0.568664
0.15	5000	0.9	0.3	0.571909
0.2	500	0.9	0.3	0.569638
0.2	1000	0.9	0.3	0.576417
0.2	2000	0.9	0.3	0.576003
0.2	5000	0.9	0.3	0.576845
0.25	500	0.9	0.3	0.579109
0.25	1000	0.9	0.3	0.582835
0.25	2000	0.9	0.3	0.581913
0.25	5000	0.9	0.3	0.585061
0.3	500	0.9	0.3	0.586658
0.3	1000	0.9	0.3	0.588346
0.3	2000	0.9	0.3	0.588684
0.3	5000	0.9	0.3	0.592786
0.35	500	0.9	0.3	0.592265
0.35	1000	0.9	0.3	0.596529
0.35	2000	0.9	0.3	0.599187
0.35	5000	0.9	0.3	0.594897
0.4	500	0.9	0.3	0.599403
0.4	1000	0.9	0.3	0.602177
0.4	2000	0.9	0.3	0.600495
0.4	5000	0.9	0.3	0.596132
0.1	500	0.9	0.4	0.556209
0.1	1000	0.9	0.4	0.562865
0.1	2000	0.9	0.4	0.566058
0.1	5000	0.9	0.4	0.568961
0.15	500	0.9	0.4	0.570726
0.15	1000	0.9	0.4	0.576857
0.15	2000	0.9	0.4	0.576243
0.15	5000	0.9	0.4	0.577391
0.2	500	0.9	0.4	0.581548
0.2	1000	0.9	0.4	0.585335
0.2	2000	0.9	0.4	0.585426
0.2	5000	0.9	0.4	0.586781
0.25	500	0.9	0.4	0.593878
0.25	1000	0.9	0.4	0.594079
0.25	2000	0.9	0.4	0.597623
0.25	5000	0.9	0.4	0.595265
0.3	500	0.9	0.4	0.600655
0.3	1000	0.9	0.4	0.603103
